#abgabe.csv
#Jakob
#Plangger
#12418810
group,number,graphname,n_vertices,n_edges,duration,studentDfvsLen,studentDfvs,goodDfvsLen
h1,44127,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44128,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44129,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44130,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44131,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44132,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44133,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44134,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44135,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44136,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44137,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44138,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44139,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44140,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44141,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44142,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44143,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44144,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44145,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44146,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44147,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44148,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44149,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44150,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44151,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44152,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44153,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44154,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44155,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44156,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44157,acyc_3000-03.txt,3000,9035,18000,0,,0
h1,44158,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44159,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44160,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44161,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44162,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44163,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44164,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44165,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44166,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44167,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44168,acyc_3000-03.txt,3000,9035,1400,0,,0
h1,44169,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44170,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44171,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44172,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44173,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44174,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44175,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44176,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44177,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44178,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44179,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44180,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44181,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44182,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44183,acyc_3000-03.txt,3000,9035,1600,0,,0
h1,44184,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44185,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44186,acyc_3000-03.txt,3000,9035,1300,0,,0
h1,44187,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44188,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44189,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44190,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44191,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44192,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44193,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44194,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44195,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44196,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44197,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44198,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44199,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44200,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44201,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44202,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44203,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44204,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44205,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44206,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44207,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44208,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44209,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44210,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44211,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44212,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44213,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44214,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44215,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44216,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44217,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44218,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44219,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44220,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44221,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44222,acyc_3000-03.txt,3000,9035,1700,0,,0
h1,44223,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44224,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44225,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44226,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44227,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44228,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44229,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44230,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44231,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44232,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44233,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44234,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44235,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44236,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44237,acyc_3000-03.txt,3000,9035,1700,0,,0
h1,44238,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44239,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44240,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44241,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44242,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44243,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44244,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44245,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44246,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44247,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44248,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44249,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44250,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44251,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44252,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44253,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44254,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44255,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44256,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44257,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44258,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44259,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44260,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44261,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44262,acyc_3000-03.txt,3000,9035,26400,0,,0
h1,44263,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44264,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44265,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44266,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44267,acyc_3000-03.txt,3000,9035,1600,0,,0
h1,44268,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44269,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44270,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44271,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44272,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44273,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44274,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44275,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44276,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44277,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44278,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44279,acyc_3000-03.txt,3000,9035,1600,0,,0
h1,44280,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44281,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44282,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44283,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44284,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44285,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44286,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44287,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44288,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44289,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44290,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44291,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44292,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44293,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44294,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44295,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44296,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44297,acyc_3000-03.txt,3000,9035,1900,0,,0
h1,44298,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44299,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44300,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44301,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44302,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44303,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44304,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44305,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44306,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44307,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44308,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44309,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44310,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44311,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44312,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44313,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44314,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44315,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44316,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44317,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44318,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44319,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44320,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44321,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44322,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44323,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44324,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44325,acyc_3000-03.txt,3000,9035,1500,0,,0
h1,44326,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44327,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44328,acyc_3000-03.txt,3000,9035,1300,0,,0
h1,44329,acyc_3000-03.txt,3000,9035,3300,0,,0
h1,44330,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44331,acyc_3000-03.txt,3000,9035,1500,0,,0
h1,44332,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44333,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44334,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44335,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44336,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44337,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44338,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44339,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44340,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44341,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44342,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44343,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44344,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44345,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44346,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44347,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44348,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44349,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44350,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44351,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44352,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44353,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44354,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44355,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44356,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44357,acyc_3000-03.txt,3000,9035,1100,0,,0
h1,44358,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44359,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44360,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44361,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44362,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44363,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44364,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44365,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44366,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44367,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44368,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44369,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44370,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44371,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44372,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44373,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44374,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44375,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44376,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44377,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44378,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44379,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44380,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44381,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44382,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44383,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44384,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44385,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44386,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44387,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44388,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44389,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44390,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44391,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44392,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44393,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44394,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44395,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44396,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44397,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44398,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44399,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44400,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44401,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44402,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44403,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44404,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44405,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44406,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44407,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44408,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44409,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44410,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44411,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44412,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44413,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44414,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44415,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44416,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44417,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44418,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44419,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44420,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44421,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44422,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44423,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44424,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44425,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44426,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44427,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44428,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44429,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44430,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44431,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44432,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44433,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44434,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44435,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44436,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44437,acyc_3000-03.txt,3000,9035,200,0,,0
h1,44438,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44439,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44440,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44441,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44442,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44443,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44444,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44445,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44446,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44447,acyc_3000-03.txt,3000,9035,1400,0,,0
h1,44448,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44449,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44450,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44451,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44452,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44453,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44454,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44455,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44456,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44457,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44458,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44459,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44460,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44461,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44462,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44463,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44464,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44465,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44466,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44467,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44468,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44469,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44470,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44471,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44472,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44473,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44474,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44475,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44476,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44477,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44478,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44479,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44480,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44481,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44482,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44483,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44484,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44485,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44486,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44487,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44488,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44489,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44490,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44491,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44492,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44493,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44494,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44495,acyc_3000-03.txt,3000,9035,200,0,,0
h1,44496,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44497,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44498,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44499,acyc_3000-03.txt,3000,9035,1200,0,,0
h1,44500,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44501,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44502,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44503,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44504,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44505,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44506,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44507,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44508,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44509,acyc_3000-03.txt,3000,9035,800,0,,0
h1,44510,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44511,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44512,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44513,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44514,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44515,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44516,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44517,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44518,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44519,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44520,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44521,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44522,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44523,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44524,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44525,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44526,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44527,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44528,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44529,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44530,acyc_3000-03.txt,3000,9035,200,0,,0
h1,44531,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44532,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44533,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44534,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44535,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44536,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44537,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44538,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44539,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44540,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44541,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44542,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44543,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44544,acyc_3000-03.txt,3000,9035,300,0,,0
h1,44545,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44546,acyc_3000-03.txt,3000,9035,1000,0,,0
h1,44547,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44548,acyc_3000-03.txt,3000,9035,700,0,,0
h1,44549,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44550,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44551,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44552,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44553,acyc_3000-03.txt,3000,9035,200,0,,0
h1,44554,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44555,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44556,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44557,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44558,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44559,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44560,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44561,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44562,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44563,acyc_3000-03.txt,3000,9035,500,0,,0
h1,44564,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44565,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44566,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44567,acyc_3000-03.txt,3000,9035,600,0,,0
h1,44568,acyc_3000-03.txt,3000,9035,900,0,,0
h1,44569,acyc_3000-03.txt,3000,9035,400,0,,0
h1,44570,acyc_3000-03.txt,3000,9035,200,0,,0
h1,44571,acyc_3000-03.txt,3000,9035,4100,0,,0
h1,44572,acyc_3000-03.txt,3000,9035,1400,0,,0
h1,44573,acyc_3000-03.txt,3000,9035,900,0,,0
