#find-max-only.csv
#Jakob
#Plangger
#12418810
group,number,duration,size
Maximumsuche,878,37500,77800
Maximumsuche,879,44700,77900
Maximumsuche,880,43600,78000
Maximumsuche,881,45800,78100
Maximumsuche,882,40900,78200
Maximumsuche,883,42700,78300
Maximumsuche,884,45600,78400
Maximumsuche,885,45200,78500
Maximumsuche,886,43700,78600
Maximumsuche,887,45700,78700
Maximumsuche,888,41100,78800
Maximumsuche,889,43600,78900
Maximumsuche,890,45200,79000
Maximumsuche,891,44300,79100
Maximumsuche,892,117100,79200
Maximumsuche,893,49200,79300
Maximumsuche,894,41500,79400
Maximumsuche,895,53000,79500
Maximumsuche,896,42200,79600
Maximumsuche,897,42000,79700
Maximumsuche,898,45500,79800
Maximumsuche,899,47800,79900
Maximumsuche,900,47400,80000
Maximumsuche,901,41600,80100
Maximumsuche,902,48300,80200
Maximumsuche,903,52700,80300
Maximumsuche,904,51900,80400
Maximumsuche,905,47300,80500
Maximumsuche,906,38300,80600
Maximumsuche,907,41000,80700
Maximumsuche,908,27900,80800
Maximumsuche,909,28500,80900
Maximumsuche,910,30800,81000
Maximumsuche,911,37600,81100
Maximumsuche,912,38300,81200
Maximumsuche,913,26800,81300
Maximumsuche,914,32500,81400
Maximumsuche,915,43200,81500
Maximumsuche,916,28100,81600
Maximumsuche,917,29900,81700
Maximumsuche,918,31600,81800
Maximumsuche,919,27600,81900
Maximumsuche,920,31500,82000
Maximumsuche,921,26800,82100
Maximumsuche,922,31300,82200
Maximumsuche,923,30300,82300
Maximumsuche,924,32700,82400
Maximumsuche,925,29100,82500
Maximumsuche,926,31800,82600
Maximumsuche,927,27200,82700
Maximumsuche,928,28100,82800
Maximumsuche,929,32300,82900
Maximumsuche,930,29900,83000
Maximumsuche,931,29200,83100
Maximumsuche,932,30800,83200
Maximumsuche,933,27100,83300
Maximumsuche,934,46800,83400
Maximumsuche,935,32900,83500
Maximumsuche,936,49700,83600
Maximumsuche,937,50100,83700
Maximumsuche,938,28800,83800
Maximumsuche,939,27800,83900
Maximumsuche,940,36000,84000
Maximumsuche,941,31500,84100
Maximumsuche,942,29000,84200
Maximumsuche,943,53100,84300
Maximumsuche,944,39300,84400
Maximumsuche,945,32800,84500
Maximumsuche,946,28400,84600
Maximumsuche,947,27900,84700
Maximumsuche,948,31400,84800
Maximumsuche,949,56700,84900
Maximumsuche,950,48100,85000
Maximumsuche,951,44600,85100
Maximumsuche,952,46400,85200
Maximumsuche,953,45300,85300
Maximumsuche,954,45500,85400
Maximumsuche,955,46500,85500
Maximumsuche,956,36800,85600
Maximumsuche,957,51700,85700
Maximumsuche,958,45200,85800
Maximumsuche,959,47900,85900
Maximumsuche,960,47400,86000
Maximumsuche,961,47600,86100
Maximumsuche,962,49100,86200
Maximumsuche,963,46800,86300
Maximumsuche,964,49600,86400
Maximumsuche,965,50200,86500
Maximumsuche,966,47400,86600
Maximumsuche,967,38000,86700
Maximumsuche,968,49100,86800
Maximumsuche,969,58400,86900
Maximumsuche,970,40100,87000
Maximumsuche,971,49900,87100
Maximumsuche,972,43000,87200
Maximumsuche,973,48400,87300
Maximumsuche,974,48300,87400
Maximumsuche,975,48900,87500
Maximumsuche,976,52000,87600
Maximumsuche,977,48900,87700
Maximumsuche,978,47800,87800
Maximumsuche,979,48900,87900
Maximumsuche,980,47700,88000
Maximumsuche,981,46500,88100
Maximumsuche,982,46400,88200
Maximumsuche,983,46400,88300
Maximumsuche,984,48100,88400
Maximumsuche,985,49000,88500
Maximumsuche,986,49300,88600
Maximumsuche,987,47600,88700
Maximumsuche,988,47700,88800
Maximumsuche,989,46000,88900
Maximumsuche,990,45800,89000
Maximumsuche,991,39600,89100
Maximumsuche,992,44200,89200
Maximumsuche,993,45000,89300
Maximumsuche,994,44600,89400
Maximumsuche,995,44500,89500
Maximumsuche,996,44300,89600
Maximumsuche,997,44500,89700
Maximumsuche,998,45500,89800
Maximumsuche,999,45900,89900
Maximumsuche,1000,49600,90000
Maximumsuche,1001,46700,90100
Maximumsuche,1002,51800,90200
Maximumsuche,1003,50600,90300
Maximumsuche,1004,49100,90400
Maximumsuche,1005,50000,90500
Maximumsuche,1006,49100,90600
Maximumsuche,1007,53200,90700
Maximumsuche,1008,47100,90800
Maximumsuche,1009,48100,90900
Maximumsuche,1010,50600,91000
Maximumsuche,1011,48000,91100
Maximumsuche,1012,49800,91200
Maximumsuche,1013,85400,91300
Maximumsuche,1014,35100,91400
Maximumsuche,1015,31700,91500
Maximumsuche,1016,30800,91600
Maximumsuche,1017,30500,91700
Maximumsuche,1018,30000,91800
Maximumsuche,1019,31500,91900
Maximumsuche,1020,29900,92000
Maximumsuche,1021,30500,92100
Maximumsuche,1022,30400,92200
Maximumsuche,1023,33400,92300
Maximumsuche,1024,30200,92400
Maximumsuche,1025,32100,92500
Maximumsuche,1026,32300,92600
Maximumsuche,1027,31200,92700
Maximumsuche,1028,34700,92800
Maximumsuche,1029,47800,92900
Maximumsuche,1030,34000,93000
Maximumsuche,1031,34200,93100
Maximumsuche,1032,31000,93200
Maximumsuche,1033,34400,93300
Maximumsuche,1034,47900,93400
Maximumsuche,1035,31400,93500
Maximumsuche,1036,30600,93600
Maximumsuche,1037,84300,93700
Maximumsuche,1038,33000,93800
Maximumsuche,1039,34100,93900
Maximumsuche,1040,35600,94000
Maximumsuche,1041,37200,94100
Maximumsuche,1042,66900,94200
Maximumsuche,1043,37000,94300
Maximumsuche,1044,33300,94400
Maximumsuche,1045,33900,94500
Maximumsuche,1046,35500,94600
Maximumsuche,1047,39700,94700
Maximumsuche,1048,34800,94800
Maximumsuche,1049,39600,94900
Maximumsuche,1050,44300,95000
Maximumsuche,1051,49400,95100
Maximumsuche,1052,51100,95200
Maximumsuche,1053,44200,95300
Maximumsuche,1054,45000,95400
Maximumsuche,1055,43400,95500
Maximumsuche,1056,44400,95600
Maximumsuche,1057,46500,95700
Maximumsuche,1058,47700,95800
Maximumsuche,1059,43500,95900
Maximumsuche,1060,46500,96000
Maximumsuche,1061,44800,96100
Maximumsuche,1062,46800,96200
Maximumsuche,1063,43300,96300
Maximumsuche,1064,47600,96400
Maximumsuche,1065,48700,96500
Maximumsuche,1066,47300,96600
Maximumsuche,1067,47400,96700
Maximumsuche,1068,45500,96800
Maximumsuche,1069,43400,96900
Maximumsuche,1070,44700,97000
Maximumsuche,1071,46700,97100
Maximumsuche,1072,44000,97200
Maximumsuche,1073,47300,97300
Maximumsuche,1074,50300,97400
Maximumsuche,1075,48800,97500
Maximumsuche,1076,133300,97600
Maximumsuche,1077,53100,97700
Maximumsuche,1078,60600,97800
Maximumsuche,1079,74700,97900
Maximumsuche,1080,65800,98000
Maximumsuche,1081,54300,98100
Maximumsuche,1082,67100,98200
Maximumsuche,1083,92600,98300
Maximumsuche,1084,59600,98400
Maximumsuche,1085,50500,98500
Maximumsuche,1086,59600,98600
Maximumsuche,1087,76600,98700
Maximumsuche,1088,83200,98800
Maximumsuche,1089,53000,98900
Maximumsuche,1090,57200,99000
Maximumsuche,1091,56100,99100
Maximumsuche,1092,55800,99200
Maximumsuche,1093,53800,99300
Maximumsuche,1094,52400,99400
Maximumsuche,1095,53300,99500
Maximumsuche,1096,53500,99600
Maximumsuche,1097,47500,99700
Maximumsuche,1098,50500,99800
Maximumsuche,1099,72100,99900
Maximumsuche,1100,51600,100000
Maximumsuche,1101,50400,100100
Maximumsuche,1102,54800,100200
Maximumsuche,1103,55800,100300
Maximumsuche,1104,57500,100400
Maximumsuche,1105,54500,100500
Maximumsuche,1106,61200,100600
Maximumsuche,1107,56000,100700
Maximumsuche,1108,55000,100800
Maximumsuche,1109,57600,100900
Maximumsuche,1110,57600,101000
Maximumsuche,1111,58100,101100
Maximumsuche,1112,58200,101200
Maximumsuche,1113,83100,101300
Maximumsuche,1114,59600,101400
Maximumsuche,1115,51100,101500
Maximumsuche,1116,51200,101600
Maximumsuche,1117,48600,101700
Maximumsuche,1118,49800,101800
Maximumsuche,1119,53100,101900
Maximumsuche,1120,53900,102000
Maximumsuche,1121,50900,102100
Maximumsuche,1122,54600,102200
Maximumsuche,1123,52500,102300
Maximumsuche,1124,51200,102400
Maximumsuche,1125,51400,102500
Maximumsuche,1126,50100,102600
Maximumsuche,1127,52900,102700
Maximumsuche,1128,56000,102800
Maximumsuche,1129,56600,102900
Maximumsuche,1130,53500,103000
Maximumsuche,1131,56900,103100
Maximumsuche,1132,100200,103200
Maximumsuche,1133,52400,103300
Maximumsuche,1134,56900,103400
Maximumsuche,1135,57900,103500
Maximumsuche,1136,61700,103600
Maximumsuche,1137,60500,103700
Maximumsuche,1138,62800,103800
Maximumsuche,1139,60900,103900
Maximumsuche,1140,53800,104000
Maximumsuche,1141,50000,104100
Maximumsuche,1142,50600,104200
Maximumsuche,1143,58500,104300
Maximumsuche,1144,59000,104400
Maximumsuche,1145,56000,104500
Maximumsuche,1146,67300,104600
Maximumsuche,1147,61900,104700
Maximumsuche,1148,62900,104800
Maximumsuche,1149,66200,104900
Maximumsuche,1150,58400,105000
Maximumsuche,1151,57400,105100
Maximumsuche,1152,60600,105200
Maximumsuche,1153,52400,105300
Maximumsuche,1154,68900,105400
Maximumsuche,1155,52900,105500
Maximumsuche,1156,47100,105600
Maximumsuche,1157,50300,105700
Maximumsuche,1158,47200,105800
Maximumsuche,1159,47900,105900
Maximumsuche,1160,49200,106000
Maximumsuche,1161,48800,106100
Maximumsuche,1162,46600,106200
Maximumsuche,1163,48100,106300
Maximumsuche,1164,47200,106400
Maximumsuche,1165,49400,106500
Maximumsuche,1166,48600,106600
Maximumsuche,1167,46700,106700
Maximumsuche,1168,47900,106800
Maximumsuche,1169,46900,106900
Maximumsuche,1170,49600,107000
Maximumsuche,1171,47700,107100
Maximumsuche,1172,47400,107200
Maximumsuche,1173,48600,107300
Maximumsuche,1174,49600,107400
Maximumsuche,1175,53400,107500
Maximumsuche,1176,46400,107600
Maximumsuche,1177,121100,107700
Maximumsuche,1178,63400,107800
Maximumsuche,1179,60800,107900
Maximumsuche,1180,59500,108000
Maximumsuche,1181,56400,108100
Maximumsuche,1182,48200,108200
Maximumsuche,1183,52600,108300
Maximumsuche,1184,70600,108400
Maximumsuche,1185,54100,108500
Maximumsuche,1186,58400,108600
Maximumsuche,1187,48800,108700
Maximumsuche,1188,59600,108800
Maximumsuche,1189,59000,108900
Maximumsuche,1190,53800,109000
Maximumsuche,1191,46000,109100
Maximumsuche,1192,48300,109200
Maximumsuche,1193,49800,109300
Maximumsuche,1194,50400,109400
Maximumsuche,1195,50000,109500
Maximumsuche,1196,52300,109600
Maximumsuche,1197,50600,109700
Maximumsuche,1198,49800,109800
Maximumsuche,1199,48700,109900
Maximumsuche,1200,48500,110000
Maximumsuche,1201,69700,110100
Maximumsuche,1202,62700,110200
Maximumsuche,1203,68100,110300
Maximumsuche,1204,59800,110400
Maximumsuche,1205,58300,110500
Maximumsuche,1206,40900,110600
Maximumsuche,1207,37800,110700
Maximumsuche,1208,36700,110800
Maximumsuche,1209,61900,110900
Maximumsuche,1210,60100,111000
Maximumsuche,1211,71500,111100
Maximumsuche,1212,76600,111200
Maximumsuche,1213,88500,111300
Maximumsuche,1214,103100,111400
Maximumsuche,1215,69900,111500
Maximumsuche,1216,59700,111600
Maximumsuche,1217,62300,111700
Maximumsuche,1218,64100,111800
Maximumsuche,1219,86900,111900
Maximumsuche,1220,66100,112000
Maximumsuche,1221,66900,112100
Maximumsuche,1222,67500,112200
Maximumsuche,1223,68300,112300
Maximumsuche,1224,65800,112400
Maximumsuche,1225,75600,112500
Maximumsuche,1226,62500,112600
Maximumsuche,1227,40700,112700
Maximumsuche,1228,38600,112800
Maximumsuche,1229,39800,112900
Maximumsuche,1230,38700,113000
Maximumsuche,1231,38300,113100
Maximumsuche,1232,39900,113200
Maximumsuche,1233,39900,113300
Maximumsuche,1234,60200,113400
Maximumsuche,1235,68200,113500
Maximumsuche,1236,62600,113600
Maximumsuche,1237,60200,113700
Maximumsuche,1238,65400,113800
Maximumsuche,1239,61500,113900
Maximumsuche,1240,64100,114000
Maximumsuche,1241,147600,114100
Maximumsuche,1242,97700,114200
Maximumsuche,1243,74400,114300
Maximumsuche,1244,190600,114400
Maximumsuche,1245,91600,114500
Maximumsuche,1246,66800,114600
Maximumsuche,1247,68700,114700
Maximumsuche,1248,64500,114800
Maximumsuche,1249,67900,114900
Maximumsuche,1250,76800,115000
Maximumsuche,1251,63200,115100
Maximumsuche,1252,67000,115200
Maximumsuche,1253,61400,115300
Maximumsuche,1254,63800,115400
Maximumsuche,1255,57000,115500
Maximumsuche,1256,55200,115600
Maximumsuche,1257,62400,115700
Maximumsuche,1258,62500,115800
Maximumsuche,1259,63500,115900
Maximumsuche,1260,70200,116000
Maximumsuche,1261,71000,116100
Maximumsuche,1262,66800,116200
Maximumsuche,1263,65700,116300
Maximumsuche,1264,61300,116400
Maximumsuche,1265,57900,116500
Maximumsuche,1266,57900,116600
Maximumsuche,1267,84500,116700
Maximumsuche,1268,54700,116800
Maximumsuche,1269,64700,116900
Maximumsuche,1270,59700,117000
Maximumsuche,1271,63300,117100
Maximumsuche,1272,72800,117200
Maximumsuche,1273,68700,117300
Maximumsuche,1274,85800,117400
Maximumsuche,1275,62800,117500
Maximumsuche,1276,57700,117600
Maximumsuche,1277,63100,117700
Maximumsuche,1278,52100,117800
Maximumsuche,1279,55500,117900
Maximumsuche,1280,53300,118000
Maximumsuche,1281,53700,118100
Maximumsuche,1282,57300,118200
Maximumsuche,1283,54400,118300
Maximumsuche,1284,54700,118400
Maximumsuche,1285,53000,118500
Maximumsuche,1286,53000,118600
Maximumsuche,1287,58800,118700
Maximumsuche,1288,67200,118800
Maximumsuche,1289,53200,118900
Maximumsuche,1290,78800,119000
Maximumsuche,1291,82900,119100
Maximumsuche,1292,53000,119200
Maximumsuche,1293,65800,119300
Maximumsuche,1294,52400,119400
Maximumsuche,1295,57000,119500
Maximumsuche,1296,51500,119600
Maximumsuche,1297,52600,119700
Maximumsuche,1298,53700,119800
Maximumsuche,1299,64200,119900
Maximumsuche,1300,68000,120000
Maximumsuche,1301,63600,120100
Maximumsuche,1302,67700,120200
Maximumsuche,1303,67400,120300
Maximumsuche,1304,63600,120400
Maximumsuche,1305,75300,120500
Maximumsuche,1306,72200,120600
Maximumsuche,1307,70000,120700
Maximumsuche,1308,75200,120800
Maximumsuche,1309,74700,120900
Maximumsuche,1310,80000,121000
Maximumsuche,1311,59000,121100
Maximumsuche,1312,67700,121200
Maximumsuche,1313,56700,121300
Maximumsuche,1314,58000,121400
Maximumsuche,1315,69200,121500
Maximumsuche,1316,111600,121600
Maximumsuche,1317,67400,121700
Maximumsuche,1318,56600,121800
Maximumsuche,1319,55800,121900
Maximumsuche,1320,72700,122000
Maximumsuche,1321,53400,122100
Maximumsuche,1322,57400,122200
Maximumsuche,1323,55600,122300
Maximumsuche,1324,56400,122400
Maximumsuche,1325,53200,122500
Maximumsuche,1326,53200,122600
Maximumsuche,1327,54300,122700
Maximumsuche,1328,53500,122800
Maximumsuche,1329,57300,122900
Maximumsuche,1330,52600,123000
Maximumsuche,1331,57400,123100
Maximumsuche,1332,53800,123200
Maximumsuche,1333,53800,123300
Maximumsuche,1334,54000,123400
Maximumsuche,1335,55500,123500
Maximumsuche,1336,55200,123600
Maximumsuche,1337,55200,123700
Maximumsuche,1338,56500,123800
Maximumsuche,1339,54900,123900
Maximumsuche,1340,52100,124000
Maximumsuche,1341,54500,124100
Maximumsuche,1342,53200,124200
Maximumsuche,1343,70100,124300
Maximumsuche,1344,45200,124400
Maximumsuche,1345,80000,124500
Maximumsuche,1346,76800,124600
Maximumsuche,1347,67900,124700
Maximumsuche,1348,89800,124800
Maximumsuche,1349,70400,124900
Maximumsuche,1350,66100,125000
Maximumsuche,1351,56100,125100
Maximumsuche,1352,41700,125200
Maximumsuche,1353,42700,125300
Maximumsuche,1354,64400,125400
Maximumsuche,1355,68700,125500
Maximumsuche,1356,67300,125600
Maximumsuche,1357,64600,125700
Maximumsuche,1358,67000,125800
Maximumsuche,1359,68700,125900
Maximumsuche,1360,70300,126000
Maximumsuche,1361,67800,126100
Maximumsuche,1362,89500,126200
Maximumsuche,1363,70200,126300
Maximumsuche,1364,64100,126400
Maximumsuche,1365,70500,126500
Maximumsuche,1366,66500,126600
Maximumsuche,1367,60900,126700
Maximumsuche,1368,66000,126800
Maximumsuche,1369,65700,126900
Maximumsuche,1370,68200,127000
Maximumsuche,1371,63600,127100
Maximumsuche,1372,62800,127200
Maximumsuche,1373,66300,127300
Maximumsuche,1374,65200,127400
Maximumsuche,1375,70400,127500
Maximumsuche,1376,67800,127600
Maximumsuche,1377,78600,127700
Maximumsuche,1378,73100,127800
Maximumsuche,1379,74700,127900
Maximumsuche,1380,62700,128000
Maximumsuche,1381,69500,128100
Maximumsuche,1382,65900,128200
Maximumsuche,1383,73300,128300
Maximumsuche,1384,80100,128400
Maximumsuche,1385,73100,128500
Maximumsuche,1386,73600,128600
Maximumsuche,1387,49000,128700
Maximumsuche,1388,73000,128800
Maximumsuche,1389,43000,128900
Maximumsuche,1390,46700,129000
Maximumsuche,1391,59600,129100
Maximumsuche,1392,81500,129200
Maximumsuche,1393,67300,129300
Maximumsuche,1394,45100,129400
Maximumsuche,1395,43300,129500
Maximumsuche,1396,47400,129600
Maximumsuche,1397,46700,129700
Maximumsuche,1398,66200,129800
Maximumsuche,1399,73600,129900
Maximumsuche,1400,62300,130000
Maximumsuche,1401,67000,130100
Maximumsuche,1402,67700,130200
Maximumsuche,1403,73100,130300
Maximumsuche,1404,74700,130400
Maximumsuche,1405,84800,130500
Maximumsuche,1406,67800,130600
Maximumsuche,1407,74700,130700
Maximumsuche,1408,73900,130800
Maximumsuche,1409,76800,130900
Maximumsuche,1410,85900,131000
Maximumsuche,1411,74800,131100
Maximumsuche,1412,78600,131200
Maximumsuche,1413,54000,131300
Maximumsuche,1414,45000,131400
Maximumsuche,1415,63200,131500
Maximumsuche,1416,49900,131600
Maximumsuche,1417,72200,131700
Maximumsuche,1418,49800,131800
Maximumsuche,1419,73900,131900
Maximumsuche,1420,72000,132000
Maximumsuche,1421,61900,132100
Maximumsuche,1422,48500,132200
Maximumsuche,1423,78400,132300
Maximumsuche,1424,77500,132400
Maximumsuche,1425,73200,132500
Maximumsuche,1426,71400,132600
Maximumsuche,1427,73400,132700
Maximumsuche,1428,72300,132800
Maximumsuche,1429,70100,132900
Maximumsuche,1430,70200,133000
Maximumsuche,1431,72600,133100
Maximumsuche,1432,70800,133200
Maximumsuche,1433,81300,133300
Maximumsuche,1434,79400,133400
Maximumsuche,1435,71300,133500
Maximumsuche,1436,76100,133600
Maximumsuche,1437,68300,133700
Maximumsuche,1438,79700,133800
Maximumsuche,1439,71300,133900
Maximumsuche,1440,111800,134000
Maximumsuche,1441,83200,134100
Maximumsuche,1442,74700,134200
Maximumsuche,1443,66500,134300
Maximumsuche,1444,93000,134400
Maximumsuche,1445,76900,134500
Maximumsuche,1446,79700,134600
Maximumsuche,1447,80600,134700
Maximumsuche,1448,80700,134800
Maximumsuche,1449,70600,134900
Maximumsuche,1450,82400,135000
Maximumsuche,1451,79200,135100
Maximumsuche,1452,78200,135200
Maximumsuche,1453,77700,135300
Maximumsuche,1454,79400,135400
Maximumsuche,1455,76900,135500
Maximumsuche,1456,77100,135600
Maximumsuche,1457,79300,135700
Maximumsuche,1458,78700,135800
Maximumsuche,1459,86600,135900
Maximumsuche,1460,78600,136000
Maximumsuche,1461,77900,136100
Maximumsuche,1462,78900,136200
Maximumsuche,1463,164200,136300
Maximumsuche,1464,87500,136400
Maximumsuche,1465,85300,136500
Maximumsuche,1466,78700,136600
Maximumsuche,1467,133600,136700
Maximumsuche,1468,74500,136800
Maximumsuche,1469,76200,136900
Maximumsuche,1470,76000,137000
Maximumsuche,1471,84200,137100
Maximumsuche,1472,81500,137200
Maximumsuche,1473,55900,137300
Maximumsuche,1474,51200,137400
Maximumsuche,1475,45800,137500
Maximumsuche,1476,77100,137600
Maximumsuche,1477,69300,137700
Maximumsuche,1478,51500,137800
Maximumsuche,1479,50500,137900
Maximumsuche,1480,46500,138000
Maximumsuche,1481,49600,138100
Maximumsuche,1482,48300,138200
Maximumsuche,1483,48500,138300
Maximumsuche,1484,48600,138400
Maximumsuche,1485,52100,138500
Maximumsuche,1486,50100,138600
Maximumsuche,1487,68400,138700
Maximumsuche,1488,75100,138800
Maximumsuche,1489,57100,138900
Maximumsuche,1490,50700,139000
Maximumsuche,1491,55800,139100
Maximumsuche,1492,64400,139200
Maximumsuche,1493,52600,139300
Maximumsuche,1494,49000,139400
Maximumsuche,1495,50900,139500
Maximumsuche,1496,56300,139600
Maximumsuche,1497,49000,139700
Maximumsuche,1498,54200,139800
Maximumsuche,1499,51100,139900
Maximumsuche,1500,48000,140000
Maximumsuche,1501,54900,140100
Maximumsuche,1502,50100,140200
Maximumsuche,1503,84800,140300
Maximumsuche,1504,82100,140400
Maximumsuche,1505,86800,140500
Maximumsuche,1506,74900,140600
Maximumsuche,1507,75700,140700
Maximumsuche,1508,81900,140800
Maximumsuche,1509,83400,140900
Maximumsuche,1510,90600,141000
Maximumsuche,1511,79500,141100
Maximumsuche,1512,77200,141200
Maximumsuche,1513,76500,141300
Maximumsuche,1514,77400,141400
Maximumsuche,1515,74900,141500
Maximumsuche,1516,86300,141600
Maximumsuche,1517,81500,141700
Maximumsuche,1518,87000,141800
Maximumsuche,1519,81000,141900
Maximumsuche,1520,90000,142000
Maximumsuche,1521,86100,142100
Maximumsuche,1522,69700,142200
Maximumsuche,1523,89600,142300
Maximumsuche,1524,157800,142400
Maximumsuche,1525,110300,142500
Maximumsuche,1526,94800,142600
Maximumsuche,1527,78300,142700
Maximumsuche,1528,80800,142800
Maximumsuche,1529,83200,142900
Maximumsuche,1530,80100,143000
Maximumsuche,1531,76800,143100
Maximumsuche,1532,82500,143200
Maximumsuche,1533,90500,143300
Maximumsuche,1534,98300,143400
Maximumsuche,1535,87300,143500
Maximumsuche,1536,81700,143600
Maximumsuche,1537,90700,143700
Maximumsuche,1538,87500,143800
Maximumsuche,1539,89600,143900
Maximumsuche,1540,112300,144000
Maximumsuche,1541,102000,144100
Maximumsuche,1542,135100,144200
Maximumsuche,1543,67700,144300
Maximumsuche,1544,78400,144400
Maximumsuche,1545,83100,144500
Maximumsuche,1546,52200,144600
Maximumsuche,1547,62200,144700
Maximumsuche,1548,76300,144800
Maximumsuche,1549,59200,144900
Maximumsuche,1550,65300,145000
Maximumsuche,1551,65900,145100
Maximumsuche,1552,62800,145200
Maximumsuche,1553,55100,145300
Maximumsuche,1554,109300,145400
Maximumsuche,1555,65900,145500
Maximumsuche,1556,73200,145600
Maximumsuche,1557,85900,145700
Maximumsuche,1558,178300,145800
Maximumsuche,1559,68000,145900
Maximumsuche,1560,164300,146000
Maximumsuche,1561,186200,146100
Maximumsuche,1562,74500,146200
Maximumsuche,1563,71000,146300
Maximumsuche,1564,66100,146400
Maximumsuche,1565,68600,146500
Maximumsuche,1566,66600,146600
Maximumsuche,1567,105000,146700
Maximumsuche,1568,68500,146800
Maximumsuche,1569,67100,146900
Maximumsuche,1570,103700,147000
Maximumsuche,1571,65700,147100
Maximumsuche,1572,66600,147200
Maximumsuche,1573,82000,147300
Maximumsuche,1574,81200,147400
Maximumsuche,1575,90400,147500
Maximumsuche,1576,83600,147600
Maximumsuche,1577,80800,147700
Maximumsuche,1578,59500,147800
Maximumsuche,1579,101500,147900
Maximumsuche,1580,88800,148000
Maximumsuche,1581,113300,148100
Maximumsuche,1582,82900,148200
Maximumsuche,1583,76100,148300
Maximumsuche,1584,103400,148400
Maximumsuche,1585,148500,148500
Maximumsuche,1586,94200,148600
Maximumsuche,1587,167900,148700
Maximumsuche,1588,160100,148800
Maximumsuche,1589,270100,148900
Maximumsuche,1590,137500,149000
Maximumsuche,1591,89000,149100
Maximumsuche,1592,76400,149200
Maximumsuche,1593,90900,149300
Maximumsuche,1594,69400,149400
Maximumsuche,1595,80700,149500
Maximumsuche,1596,93600,149600
Maximumsuche,1597,104000,149700
Maximumsuche,1598,107800,149800
Maximumsuche,1599,96500,149900
Maximumsuche,1600,179900,150000
Maximumsuche,1601,132700,150100
Maximumsuche,1602,176500,150200
Maximumsuche,1603,94500,150300
Maximumsuche,1604,114600,150400
Maximumsuche,1605,90300,150500
Maximumsuche,1606,76800,150600
Maximumsuche,1607,56000,150700
Maximumsuche,1608,62700,150800
Maximumsuche,1609,58300,150900
Maximumsuche,1610,59800,151000
Maximumsuche,1611,63500,151100
Maximumsuche,1612,54400,151200
Maximumsuche,1613,52400,151300
Maximumsuche,1614,73700,151400
Maximumsuche,1615,57300,151500
Maximumsuche,1616,59300,151600
Maximumsuche,1617,53700,151700
Maximumsuche,1618,61100,151800
Maximumsuche,1619,252800,151900
Maximumsuche,1620,92900,152000
Maximumsuche,1621,100400,152100
Maximumsuche,1622,128900,152200
Maximumsuche,1623,112700,152300
Maximumsuche,1624,106000,152400
Maximumsuche,1625,157400,152500
Maximumsuche,1626,138100,152600
Maximumsuche,1627,98200,152700
Maximumsuche,1628,103400,152800
Maximumsuche,1629,85800,152900
Maximumsuche,1630,98700,153000
Maximumsuche,1631,94200,153100
Maximumsuche,1632,96100,153200
Maximumsuche,1633,98200,153300
Maximumsuche,1634,88500,153400
Maximumsuche,1635,120500,153500
Maximumsuche,1636,101100,153600
Maximumsuche,1637,97900,153700
Maximumsuche,1638,95100,153800
Maximumsuche,1639,97200,153900
Maximumsuche,1640,94700,154000
Maximumsuche,1641,99100,154100
Maximumsuche,1642,100900,154200
Maximumsuche,1643,95700,154300
Maximumsuche,1644,104500,154400
Maximumsuche,1645,132600,154500
Maximumsuche,1646,96700,154600
Maximumsuche,1647,108600,154700
Maximumsuche,1648,95900,154800
Maximumsuche,1649,98600,154900
Maximumsuche,1650,123100,155000
Maximumsuche,1651,104500,155100
Maximumsuche,1652,93200,155200
Maximumsuche,1653,116800,155300
Maximumsuche,1654,97700,155400
Maximumsuche,1655,95800,155500
Maximumsuche,1656,120200,155600
Maximumsuche,1657,88400,155700
Maximumsuche,1658,77700,155800
Maximumsuche,1659,83700,155900
Maximumsuche,1660,87000,156000
Maximumsuche,1661,76600,156100
Maximumsuche,1662,86500,156200
Maximumsuche,1663,110800,156300
Maximumsuche,1664,83400,156400
Maximumsuche,1665,81700,156500
Maximumsuche,1666,72700,156600
Maximumsuche,1667,85100,156700
Maximumsuche,1668,82100,156800
Maximumsuche,1669,86000,156900
Maximumsuche,1670,72200,157000
Maximumsuche,1671,98700,157100
Maximumsuche,1672,100100,157200
Maximumsuche,1673,90700,157300
Maximumsuche,1674,91500,157400
Maximumsuche,1675,87700,157500
Maximumsuche,1676,87200,157600
Maximumsuche,1677,92400,157700
Maximumsuche,1678,92900,157800
Maximumsuche,1679,87200,157900
Maximumsuche,1680,90600,158000
Maximumsuche,1681,95500,158100
Maximumsuche,1682,89700,158200
Maximumsuche,1683,96100,158300
Maximumsuche,1684,98200,158400
Maximumsuche,1685,91900,158500
Maximumsuche,1686,66900,158600
Maximumsuche,1687,54800,158700
Maximumsuche,1688,54900,158800
Maximumsuche,1689,52900,158900
Maximumsuche,1690,140400,159000
Maximumsuche,1691,93600,159100
Maximumsuche,1692,86600,159200
Maximumsuche,1693,85500,159300
Maximumsuche,1694,61700,159400
Maximumsuche,1695,83000,159500
Maximumsuche,1696,56800,159600
Maximumsuche,1697,58300,159700
Maximumsuche,1698,58300,159800
Maximumsuche,1699,54100,159900
Maximumsuche,1700,68800,160000
Maximumsuche,1701,75500,160100
Maximumsuche,1702,87500,160200
Maximumsuche,1703,85800,160300
Maximumsuche,1704,124400,160400
Maximumsuche,1705,92300,160500
